DATE,Total Voice Traffic in Erlang 2G,Total Voice Traffic in Erlang 3G,Volte Traffic,Total DATA Traffic in GB 2G,Total DATA Traffic in GB 3G,Total DATA Traffic in GB 4G,Voice Erlang per node 2G,Voice Erlang per node 3G,Voice Erlang per node 4G,Data Traffic per Node in (GB) 2G,Data Traffic per Node in (GB) 3G,Data Traffic per Node in (GB) 4G,VLR Unique Count,Data VLR Count 2G,Data VLR Count 3G,Data VLR Count 4G,Busy Hour voice Traffic 2G,Busy Hour voice Traffic per node 3G,Busy Hour voice Traffic per node 2G,Busy Hour voice Traffic 3G,Total Voice Traffic(Erlang),Total Data Volume in (TB) ,3G Data Throughput(in Gbps),4G Data Throughput(in Gbps)
21-06-2022,85402,47038,603.12,457,"40,575.69","5,187.20",69.66,41.92,4.02,0.4,36.2,34.6,1135219,52426,89837,9228,6652,3836,5.4,3.6,132440,45.1,,
22-06-2022,81973,42622,432.36,461,"40,573.90","5,297.14",66.86,37.99,2.88,0.4,36.2,35.3,1146418,52856,87703,8961,6887,3574,5.6,3.4,124595,45.2,,
23-06-2022,87034,46071,622.35,468,"41,105.69","5,172.72",70.99,41.06,4.15,0.4,36.6,34.5,1157054,55064,92248,9483,6941,3784,5.6,3.6,133105,45.7,,
24-06-2022,85889,45782,610.85,477,"41,798.19","5,228.81",70.06,40.8,4.07,0.4,37.3,34.9,1166412,54222,90326,9294,7180,3752,5.8,3.5,131671,46.4,,
25-06-2022,86613,45647,565.01,453,"42,834.47","4,806.01",70.65,40.68,3.77,0.4,38.2,32,1175549,54692,90638,9138,6970,3692,5.7,3.5,132260,47,,
26-06-2022,82521,41936,669.66,443,"42,601.04","5,466.08",67.31,37.38,4.46,0.4,38,36.4,1184228,53295,89517,9335,6914,3604,5.6,3.4,124457,47.4,,
27-06-2022,86490,46811,483.42,356,"38,341.16","4,042.57",70.55,41.72,3.22,0.3,34.2,27,1192963,51545,92928,9608,6926,3731,5.6,3.5,133301,41.7,,
28-06-2022,86102,47266,793.28,402,"40,797.11","5,608.57",70.23,42.13,5.29,0.3,36.4,37.4,1201929,53442,90964,9532,7062,3904,5.7,3.7,133368,45.7,,
29-06-2022,84044,46249,766.65,441,"41,160.42","5,377.90",68.55,41.22,5.11,0.4,36.7,35.9,1210705,55174,91172,9349,6802,3761,5.5,3.5,130293,45.9,,
30-06-2022,83359,45958,514.76,424,"41,370.38","4,259.71",67.99,40.96,3.43,0.3,36.9,28.4,1219353,54627,88555,8480,6905,3785,5.6,3.6,129317,45,,
01-07-2022,78686,42231,417.82,373,"41,744.85","3,960.81",64.18,37.64,2.79,0.3,37.2,26.4,786485,50311,87383,8713,6769,3503,5.5,3.3,120917,45,,
02-07-2022,80488,43343,672.11,453,"42,506.99","5,364.35",65.65,38.63,4.48,0.4,37.9,35.8,830839,51928,88493,9039,6325,3402,5.1,3.2,123831,47.2,,
03-07-2022,77068,41415,485.79,393,"42,885.04","4,590.47",62.86,36.91,3.24,0.3,38.2,30.6,851235,51143,90608,8644,6523,3568,5.3,3.4,118483,46.7,,
04-07-2022,82174,45350,669.76,439,"41,592.00","5,121.23",67.03,40.42,4.47,0.4,37.1,34.1,873839,52260,89442,9075,6462,3562,5.2,3.4,127524,46,,
05-07-2022,81700,46148,713.28,435,"42,327.63","5,325.19",66.64,41.13,4.76,0.4,37.7,35.5,898383,52955,91383,9247,6485,3714,5.3,3.5,127848,47,,
06-07-2022,80062,44904,708,437,"42,345.80",5421.4,65.3,40.02,4.72,0.4,37.7,36.1,919783,53741,91784,9314,6401,3597,5.2,3.4,124966,47.1,,
07-07-2022,81917,46113,676.14,459,"42,829.86",5234.72,66.82,41.1,4.51,0.4,38.2,34.9,936420,52962,91051,9062,6436,3662,5.2,3.5,128030,47.4,,
08-07-2022,79854,46705,716.873,445,"42,734.00",5490.568,65.13,41.63,4.78,0.4,38.1,36.6,953247,52112,90495,9076,6752,3863,5.5,3.6,126559,47.5,,
09-07-2022,79172,43437,604.499,425,"43,043.61",4908.3241,64.58,38.71,4.03,0.3,38.4,32.7,969784,52196,89712,9148,6436,3666,5.2,3.5,122609,47.2,,
10-07-2022,77577,40404,663.266,447,"42,755.12",5374.2399,63.28,36.01,4.42,0.4,38.1,35.8,981326,54692,87477,8728,6165,3433,5,3.2,117981,47.4,,
11-07-2022,81192,45172,648.94,441,"41,452.08",5127.27,66.23,40.26,4.33,0.4,36.9,34.2,994094,52111,91586,9038,6417,3609,5.2,3.4,126364,45.9,,
12-07-2022,81209,45058,669.9,458,"40,306.97","5,083.04",66.24,40.16,4.47,0.4,35.9,33.9,1006364,53388,92548,9166,6657,3586,5.4,3.4,126267,44.8,,
13-07-2022,81201,45092,703.4,449,"40,518.16","5,098.58",66.23,40.19,4.69,0.4,36.1,34,1018858,52079,90866,8992,6532,3589,5.3,3.4,126292.5,45,,
14-07-2022,78746,44593,618,459,"40,507.79","5,207.29",64.23,39.74,4.12,0.4,36.1,34.7,1031025,53296,88914,8794,6283,3665,5.1,3.5,123339,45.1,,
15-07-2022,77542,43922,603.87,437,"41,093.22","5,111.02",63.25,39.15,4.03,0.4,36.6,34.1,1042030,52301,89201,8804,6613,3579,5.4,3.4,121464,45.5,,
16-07-2022,78861,43451,696.71,452,"42,546.46",5263.15,64.32,38.73,4.64,0.4,37.9,35.1,1053739,51810,90989,8826,6220,3501,5,3.3,122312,47.1,,
17-07-2022,74189,39546,484.43,412,"42,644.10",4547.94,60.51,35.25,3.23,0.3,38,30.3,1066588,50814,90003,8906,6231,3374,5.1,3.2,113735,46.5,,
18-07-2022,79412,44579,554.13,427,"41,322.65",4595.4,64.77,39.73,3.69,0.3,36.8,30.6,1077583,52241,89752,8920,6578,3582,5.3,3.4,123991,45.3,,
19-07-2022,79658,44466,597.81,437,"40,752.57",4874.9,64.97,39.63,3.99,0.4,36.3,32.5,1089041,51806,90707,9113,6504,3687,5.3,3.5,124124,45,,
20-07-2022,78979,44951,659.19,433,"42,213.53",5048.37,64.42,40.06,4.39,0.4,37.6,33.7,1099576,50711,90217,9106,6771,3760,5.5,3.5,123930,46.6,,
21-07-2022,78922,44293,634.7,439,"40,607.60","4,961.49",64.37,39.48,4.23,0.4,36.2,33.1,1112325,51463,89196,8698,6741,3628,5.5,3.4,123215,44.9,,
22-07-2022,76572,44188,595.1,465,"41,944.98","4,517.98",62.46,39.38,3.97,0.4,37.4,30.1,1121971,53465,88381,8386,6891,3694,5.6,3.5,120760,45.8,,
23-07-2022,77809,43040,537,457,"42,261.02","4,854.84",63.47,38.36,3.58,0.4,37.7,32.4,1133140,52417,87835,8662,6368,3525,5.2,3.3,120849,46.5,,
24-07-2022,76852,44178,537,457,"42,261.02","4,854.84",62.69,39.37,3.58,0.4,37.7,32.4,1141259,52417,87835,8662,6821,3683,5.5,3.5,121030,46.5,,
25-07-2022,75060,43187,533.93,450,"41,056.54","4,657.62",61.22,38.49,3.56,0.4,36.6,31.1,1150930,51851,89492,9146,6682,3611,5.4,3.4,118247,45.1,,
26-07-2022,76150,43500,427.7,445,"40,168.66","4,385.47",62.11,38.77,2.85,0.4,35.8,29.2,1160861,51866,89990,9075,6611,3624,5.4,3.4,119650,43.9,,
27-07-2022,77352,43678,569.8,425,"41,784.31",5069.58,63.09,38.93,3.8,0.3,37.2,33.8,1170397,52172,89510,9333,6678,3632,5.4,3.4,121030,46.2,,
28-07-2022,77532,43121,533.4,406,"41,238.83","4,921.85",63.24,38.43,3.56,0.3,36.8,32.8,1179316,56323,87762,9026,6831,3514,5.5,3.3,120653,45.5,,
29-07-2022,76539,43023,537.04,413,"41,528.73","4,667.97",62.43,38.34,3.58,0.3,37,31.1,1188855,52132,88630,8946,6818,3630,5.5,3.4,119562,45.5,,
30-07-2022,77185,43376,555.4,410,"41,571.42","4,771.50",62.96,38.66,3.7,0.3,37.1,31.8,1198944,51909,88893,8988,6601,3571,5.4,3.4,120561,45.7,,
31-07-2022,72067,39345,479.21,404,"42,597.72","4,599.60",58.78,35.07,3.19,0.3,38,30.7,1208970,52732,87093,8517,6740,3408,5.5,3.2,111412,46.5,,
01-08-2022,77104,42945,543.73,434,"40,674.69","4,750.97",62.89,38.28,3.62,0.4,36.3,31.7,770639,53129,88059,8541,6624,3591,5.4,3.4,120049,44.8,,
02-08-2022,76753,42772,492.8,438,"41,384.59","5,096.55",62.6,38.12,3.29,0.4,36.9,34,814711,51254,87829,8811,8560,3509,6.9,3.3,119525,45.8,,
03-08-2022,76577,43439,537.9,438,"41,507.69","5,051.86",62.46,38.72,3.59,0.4,37,33.7,861466,51797,87821,8827,6736,3634,5.5,3.4,120016,45.9,,
04-08-2022,76528,43928,406.8,432,"38,574.51","4,043.84",62.42,39.15,2.71,0.4,34.4,27,877844,53105,91089,8592,6606,3632,5.4,3.4,120456,42,,
05-08-2022,75943,43142,526.6,451,"40,479.54","4,754.95",61.94,38.45,3.51,0.4,36.1,31.7,903155,52039,90715,8984,6470,3492,5.3,3.3,119085,44.6,,
06-08-2022,74686,42945,500.7,448,"40,794.42","4,503.67",60.92,38.28,3.34,0.4,36.4,30,922952,49795,93724,8982,6120,3411,5,3.2,117631,44.7,,
07-08-2022,72103,39122,567.94,464,"42,524.79","4,984.31",58.81,34.87,3.79,0.4,37.9,33.2,938431,50107,88953,8588,6379,3446,5.2,3.3,111225,46.8,,
08-08-2022,75122,49883,583.19,451,"41,065.65","4,647.71",61.27,44.46,3.89,0.4,36.6,31,953410,50721,89580,9043,6386,3503,5.2,3.3,125005,45.1,,
09-08-2022,72075,39659,482.57,489,"41,655.65","4,565.75",58.79,35.35,3.22,0.4,37.1,30.4,964337,52589,88654,8518,5955,3194,4.8,3,111734,45.6,,
10-08-2022,76834,42639,559.21,439,"41,374.57","4,788.91",62.67,38,3.73,0.4,36.9,31.9,976252,51624,87140,8872,6575,3479,5.3,3.3,119473,45.5,,
11-08-2022,76950,40666,473.23,449,"41,035.14",4517.21,62.77,36.24,3.15,0.4,36.6,30.1,992168,51314,85072,8714,6025,3157,4.9,3,117616,44.9,,
12-08-2022,74201,40534,572.3,516,"41,615.38",5079.6674,60.52,36.13,3.82,0.4,37.1,33.9,1007653,50992,86283,8976,6272,3277,5.1,3.1,114735,46.1,,
13-08-2022,69178,38730,518.3,483,"40,852.11",4690.0234,56.43,34.52,3.46,0.4,36.4,31.3,1026494,52136,89039,8742,5960,3205,4.8,3,107908,44.9,,
14-08-2022,68144,33629,534.8,522,"39,878.45",5002.7969,55.58,29.97,3.57,0.4,35.5,33.4,1035628,55574,83068,8733,6126,2933,5,2.8,101773,44.3,,
15-08-2022,64402,32750,469.6,525,"41,238.75",5131.5525,52.53,29.19,3.13,0.4,36.8,34.2,1047728,52847,83577,8614,6063,2961,4.9,2.8,97152,45.8,,
16-08-2022,74736,42095,642.7,478,"40,647.17","5,223.25",60.96,37.52,4.28,0.4,36.2,34.8,1058364,52165,89145,9270,6405,3573,5.2,3.4,116831,45.3,,
17-08-2022,75052,42613,660.1,451,"40,010.87","4,990.25",61.22,37.98,4.4,0.4,35.7,33.3,1069956,52479,92274,9364,6273,3532,5.1,3.3,117665,44.4,,
18-08-2022,74467,43194,587.4,448,"38,383.46","4,603.25",60.74,38.5,3.92,0.4,34.2,30.7,1081527,52103,89551,9320,6359,3593,5.2,3.4,117661,42.4,,
19-08-2022,72239,37862,576.5,527,"41,583.99","5,390.15",58.92,33.75,3.84,0.4,37.1,35.9,1092787,53943,85906,8977,6099,3071,5,2.9,110101,46.4,,
20-08-2022,69948,32798,380.6,485,"31,928.47","4,441.20",57.05,29.23,2.54,0.4,28.5,29.6,1104185,58343,78952,8010,5629,2714,4.6,2.6,102746,36,,
21-08-2022,68059,34753,445,498,"37,416.58",4451.65,55.51,30.97,2.97,0.4,33.3,29.7,1111294,53947,81204,8089,6277,3142,5.1,3,102812,41.4,,
22-08-2022,75304,41911,622.27,481,"38,703.18",4720.43,61.42,37.35,4.15,0.4,34.5,31.5,1119250,52717,86862,8503,6430,3487,5.2,3.3,117215,42.9,,
23-08-2022,72863,40229,557.87,482,"39,943.70",4956.9,59.43,35.85,3.72,0.4,35.6,33,1129797,54112,86062,8853,6531,3520,5.3,3.3,113092,44.3,,
24-08-2022,75208,42202,528.59,463,"39,465.27",4557.48,61.34,37.61,3.52,0.4,35.2,30.4,1141161,54487,89059,8863,6556,3474,5.3,3.3,117410,43.4,,
25-08-2022,75972,42882,464.5,430,"40,080.82",4173.22,61.97,38.22,3.1,0.4,35.7,27.8,1155451,53918,88073,9017,6679,3610,5.4,3.4,118854,43.6,,
26-08-2022,73838,42099,579.62,466,"39,980.98","4,914.97",60.23,37.52,3.86,0.4,35.6,32.8,1164898,51975,88869,9041,6612,3617,5.4,3.4,115937,44.3,,
27-08-2022,73802,40173,575.56,473,"41,079.06","4,976.02",60.2,35.8,3.84,0.4,36.6,33.2,1174052,53503,87626,8898,6667,3379,5.4,3.2,113975,45.4,,
28-08-2022,70995,36143,552.49,490,"40,996.31","5,148.45",57.91,32.21,3.68,0.4,36.5,34.3,1180364,55648,86082,8450,6626,3155,5.4,3,107138,45.5,,
29-08-2022,75455,41950,646.79,457,"39,183.25","5,150.06",61.55,37.39,4.31,0.4,34.9,34.3,1186741,53456,88717,8936,6459,3314,5.2,3.1,117405,43.7,,
30-08-2022,71337,39627,606.3,463,"39,166.06","5,091.02",58.19,35.32,4.04,0.4,34.9,33.9,1195616,53613,86643,8953,5979,3088,4.9,2.9,110964,43.7,,
31-08-2022,74870,40350,465.33,453,"39,721.44","4,273.23",61.07,35.96,3.1,0.4,35.4,28.5,1202809,55493,86226,8708,6454,3240,5.2,3.1,115220,43.4,,
01-09-2022,75177,41689,410.7,453,"38,789.64","4,136.25",61.32,37.16,2.74,0.4,34.6,27.6,758057,54297,87992,8577,6649,3508,5.4,3.3,116866,42.4,,
02-09-2022,73599,40028,362,445,"38,845.63","4,027.33",60.03,35.68,2.41,0.4,34.6,26.8,797027,54677,86518,8993,6651,3226,5.4,3,113627,42.3,,
03-09-2022,74089,39874,353.6,434,"39,155.15","4,061.80",60.43,35.54,2.36,0.4,34.9,27.1,823104,53083,85101,8689,6583,3193,5.3,3,113963,42.6,,
04-09-2022,70905,37166,439.9,447,"40,683.71","5,090.47",57.83,33.12,2.93,0.4,36.3,33.9,839624,51144,85372,8801,6202,3240,5,3.1,108071,45.1,,
05-09-2022,75359,41901,452.95,461,"39,596.61","4,780.95",61.47,37.34,3.02,0.4,35.3,31.9,855643,52952,87294,8999,6655,3424,5.4,3.2,117260,43.8,,
06-09-2022,72033,39394,349.4,444,"39,668.35","4,015.46",58.75,35.11,2.33,0.4,35.4,26.8,874271,53588,87724,8748,5924,3180,4.8,3,111427,43.1,,
07-09-2022,73681,41657,311.1,378,"39,983.09","3,923.75",60.1,37.13,2.07,0.3,35.6,26.2,890533,50693,85931,8547,6399,3515,5.2,3.3,115338,43.2,,
08-09-2022,74895,41646,427.64,402,"39,091.35","4,614.99",61.09,37.12,2.85,0.3,34.8,30.8,906926,47912,82487,8425,6477,3379,5.3,3.2,116541,43.1,,
09-09-2022,72945,40725,402.74,421,"39,218.65",4507.75,59.5,36.3,2.09,0.3,36.2,23.6,920240,50334,84236,8650,6507,3303,5.3,3.1,113670,43.5,,
10-09-2022,75035,40447,314.18,405,"40,618.00","3,544.06",61.2,36.05,2.74,0.3,37.5,33.7,935912,48958,83133,8499,6728,3421,5.5,3.2,115482,46.4,,
11-09-2022,74075,37559,410.69,444,"42,055.17","5,060.48",60.42,33.48,2.82,0.4,36.4,32.8,944681,51434,82866,8498,6800,3367,5.5,3.2,111634,45.1,,
12-09-2022,78606,41863,422.5,448,"40,808.08","4,919.52",64.12,37.31,2.79,0.4,35.4,31.9,953925,51616,84237,8687,6825,3362,5.5,3.2,120469,43.9,,
13-09-2022,76718,41611,418.2,406.01,"39,729.03",4790.46,62.58,37.09,2.61,0.3,35.5,31.6,965903,50817,83900,8629,6955,3583,5.6,3.4,118329,43.9,,
14-09-2022,77137,42447,392.22,435,"39,806.70",4735.15,62.92,37.83,2.66,0.4,35.5,32.7,979446,50071,86013,8780,6936,3525,5.6,3.3,119584,44.1,,
15-09-2022,77152,42497,399.69,422,"39,802.76","4,898.93",62.93,37.88,2.33,0.3,35.8,27.5,989102,50120,86727,9052,7112,3622,5.8,3.4,119649,43.6,,
16-09-2022,76637,43775,350.24,388,"40,124.89","4,129.23",62.51,39.02,2.86,0.3,37.4,34.2,999196,47499,88223,8907,6848,3710,5.6,3.5,120412,46.4,,
17-09-2022,77137,41774,429.51,394,"41,965.93","5,136.42",62.92,37.23,0.06,0.3,37.8,35.2,1009087,47611,86433,8849,6800,3367,5.5,3.2,118911,47,,
18-09-2022,76718,41456,9.6,420,"42,444.89","5,278.93",62.58,36.95,0.59,0.3,35.6,27.4,1014983,48736,85878,8492,6955,3578,5.6,3.4,118174,43.4,,
19-09-2022,75359,41903,88.2,405,"39,941.29","4,105.90",61.47,37.35,2.52,0.3,36.5,30.8,1022915,49710,85938,8619,6655,3423,5.4,3.2,117262,44.9,,
20-09-2022,77120,41484,377.3,435,"40,971.59","4,618.14",62.9,36.97,2.66,0.4,36.5,31.8,1033716,51739,84987,8645,6507,3241,5.3,3.1,118604,45.1,,
21-09-2022,79597,43283,399,431,"40,969.43","4,767.01",64.92,38.58,2.67,0.4,36.5,33.5,1043644,52473,90683,8958,7049,3708,5.7,3.5,122880,45.4,,
22-09-2022,78031,43442,400.41,415,"41,005.70","5,023.08",63.65,38.72,2.37,0.3,36.5,29.3,1053961,50480,88168,8910,7107,3691,5.8,3.5,121473,44.7,,
23-09-2022,76510,42830,355.05,381,"41,008.07","4,396.77",62.41,38.17,2.72,0.3,34.7,32.9,1061595,50827,87208,9028,7036,3731,5.7,3.5,119340,43.2,,
24-09-2022,76164,40661,408.28,386,"38,925.75","4,941.52",62.12,36.24,2.44,0.3,36.8,34.5,1070132,53169,86519,9035,6968,3477,5.7,3.3,116825,45.8,,
25-09-2022,72586,37437,365.48,424,"41,308.05","5,168.24",59.21,33.37,2.59,0.3,36.2,31.9,1075451,55009,85303,8733,6671,3296,5.4,3.1,110023,44.7,,
26-09-2022,74598,40738,387.8,435,"40,560.93","4,790.46",60.85,36.31,2.96,0.4,35.6,33.2,1083025,51919,87668,8667,6647,3391,5.4,3.2,115336,44.2,,
27-09-2022,76540,41183,444.6,440,"39,896.00","4,975.29",62.43,36.7,2.79,0.4,35.9,32.8,1090694,53060,85772,8890,6807,3370,5.5,3.2,117723,44.5,,
28-09-2022,76245,41762,418,420,"40,251.95","4,919.00",62.19,37.22,2.69,0.3,35.5,32.7,1098926,52797,86494,8870,6724,3513,5.5,3.3,118007,44.1,,
29-09-2022,75495,40574,403.4,425,"39,843.08","4,910.69",61.58,36.16,2.86,0.3,36,33,1107139,53191,86309,8790,6663,3274,5.4,3.1,116069,44.7,,
30-09-2022,75202,41053,428.6,431,"40,354.23","4,949.28",61.34,36.59,3.1,0.4,36.4,33.4,1116299,52185,86828,8832,6397,3326,5.2,3.1,116255,45.2,,
01-10-2022,"74,375.00","41,110.00",464.32,420,"40,867.00","5,006.89",60.66,36.64,2.26,0.3,36.5,29.6,745624,50962,88939,9151,6282,3229,5.1,3,115485,44.8,,
02-10-2022,"66,354.00","34,215.00",338.36,397,"40,966.61","4,445.13",54.12,30.49,2.59,0.3,35.8,31.4,777264,50982,84615,8746,5680,2657,4.6,2.5,100569,44.2,,
03-10-2022,"65,138.00","34,208.00",388.85,433,"40,122.96","4,715.14",53.13,30.49,2.55,0.4,35.4,32.6,805299,49306,84207,8809,5493,2652,4.5,2.5,99346,44,,
04-10-2022,"63,342.00","31,199.00",382.53,452,"39,743.90","4,894.60",51.67,27.81,2.52,0.4,34.9,30.3,828361,51672,84663,9014,4959,2323,4,2.2,94541,43.2,,
05-10-2022,"66,868.00","34,249.00",378.52,443,"39,187.62","4,546.06",54.54,30.52,2.7,0.4,36.5,33.3,834578,49242,83881,8462,5604,2785,4.5,2.6,101117,45.3,,
06-10-2022,"70,815.00","38,897.00",404.9,444,"40,931.94","5,001.22",57.76,34.67,2.63,0.4,35.9,32.8,843600,51093,86033,8751,6096,3041,4.9,2.9,109712,44.6,,
07-10-2022,"71,345.00","39,740.00",393.88,445,"40,283.96","4,921.80",58.19,35.42,2.96,0.4,36.2,33.1,863968,51471,85924,8780,6361,3228,5.2,3,111085,45,,
08-10-2022,"72,468.00","39,990.00",443.39,440,"40,621.54","4,964.09",59.11,35.64,2.95,0.4,37.1,34.3,882798,53698,88059,8897,6502,3397,5.3,3.2,112458,46.1,,
09-10-2022,"68,274.00","37,482.00",442.79,430,"41,653.04","5,148.81",55.69,33.41,3.31,0.4,35.6,32.5,894321,53098,88251,8801,6297,3274,5.1,3.1,105756,44.2,,
10-10-2022,"76,003.00","43,614.00",495.96,415,"39,958.30","4,872.22",61.99,38.87,2.82,0.3,35.1,28.6,907836,51828,89420,9034,6808,3700,5.5,3.5,119617,43.1,,
11-10-2022,"74,565.00","41,831.00",423.7,413,"39,435.76","4,287.02",60.82,37.28,2.9,0.3,33.5,29.3,923574,54670,87519,8846,6693,3330,5.4,3.1,116396,41.4,,
12-10-2022,"76,219.00","43,295.00",435.09,419,"37,562.49","4,393.62",62.17,38.59,3.28,0.3,36.2,32.9,937938,53688,87301,8997,6790,3646,5.5,3.4,119514,44.9,,
13-10-2022,"77,160.00","43,646.00",491.37,430,"40,626.25",4937.78,62.94,38.9,3.16,0.4,35.4,33.7,951087,53445,88995,9102,6917,3628,5.6,3.4,120806,44.1,,
14-10-2022,"75,392.00","43,092.00",474.47,426,"39,689.20",5049.34,61.49,38.41,3.12,0.3,36.3,33.8,963097,52943,88050,9078,6832,3656,5.5,3.4,118484,45.1,,
15-10-2022,"75,481.00","42,398.00",468.24,423,"40,711.00",5072.15,61.57,37.79,2.72,0.3,36.4,32.6,975492,54614,88786,9337,6899,3614,5.6,3.4,117879,45,,
16-10-2022,"70,512.00","38,883.00",408.62,412,"40,786.86","4,886.07",57.51,34.66,3.04,0.3,34.8,32.2,983547,53257,89016,8505,6669,3500,5.4,3.3,109395,43.3,,
17-10-2022,"74,094.00","43,533.00",455.75,397,"39,097.93","4,826.87",60.44,38.8,2.9,0.3,35.6,31.5,991872,52990,89326,8975,6891,3640,5.6,3.4,117627,44,,
18-10-2022,"74,561.00","43,013.00",435.2,397,"39,906.31","4,720.41",60.82,38.34,2.9,0.3,34.9,30.4,1004523,53817,89348,9187,6819,3616,5.5,3.4,117574,43.1,,
19-10-2022,"72,973.00","42,674.00",435.3,392,"39,205.94",4555.32,59.52,38.03,2.94,0.3,35,32.1,1014357,52003,90261,9375,6746,3555,5.5,3.4,115647,43.5,,
20-10-2022,"73,168.00","42,663.00",440.9,394,"39,309.32","4,810.04",59.68,38.02,2.7,0.3,35.4,31.1,1024617,52442,90803,9358,6774,3633,5.5,3.4,115831,43.7,,
21-10-2022,"71,219.00","42,137.00",447,405,"39,716.15","4,663.99",58.09,37.56,2.63,0.3,35.5,31.9,1034171,50648,91805,9370,6620,3578,5.4,3.4,113356,43.9,,
22-10-2022,"71,016.00","40,990.00",457.58,395,"39,814.65","4,779.14",57.92,36.53,2.67,0.3,36.2,34,1044195,51800,91692,9291,6302,3439,5.1,3.2,112006,45,,
23-10-2022,"70,115.00","36,374.00",420.18,400,"40,578.47","5,098.07",57.19,32.42,2.59,0.3,34.4,31.6,1052366,49848,89182,9239,5650,2908,4.6,2.7,106489,42.7,,
24-10-2022,"58,807.00","32,197.00",395.19,389,"38,609.11","4,742.45",47.97,28.7,2.75,0.3,37,33.8,1060043,48888,88917,9165,4112,1937,3.3,1.8,91004,45.9,,
25-10-2022,"69,857.00","39,824.00",460.75,412,"41,566.06","5,067.42",56.98,35.49,2.7,0.3,35,32.4,1066868,48650,88052,9063,5346,2897,4.3,2.7,109681,43.5,,
26-10-2022,"67,993.00","40,108.00",467.52,405,"39,268.59","4,855.57",55.46,35.75,2.72,0.3,35.1,33.4,1076022,54555,89035,9263,5941,3119,4.8,2.9,108101,43.7,,
27-10-2022,"68,548.00","39,911.00",470.99,408,"39,386.05","5,007.42",55.91,35.57,2.81,0.3,35.2,32.1,1086940,54027,87698,9244,6098,3154,4.9,3,108459,43.7,,
28-10-2022,"69,694.00","39,227.00",457.42,422,"39,474.57",4815.58,56.85,34.96,2.75,0.3,35.3,32.8,1097490,54464,88442,9255,6026,3188,4.9,3,108921,43.9,,
29-10-2022,"61,908.00","35,842.00",445.87,413,"39,599.03","4,917.31",50.5,31.94,2.67,0.3,35,32.1,1108029,52479,87703,9357,4639,2422,3.8,2.3,97750,43.5,,
30-10-2022,"56,045.00","27,636.00",357.79,400,"39,284.97","4,811.87",45.71,24.63,2.67,0.3,35.1,32.5,1115846,51918,86116,8908,4789,2341,3.9,2.2,83681,43.6,,
31-10-2022,"61,571.00","35,003.00",409.81,422,"39,416.87","4,870.73",50.22,31.2,2.81,0.3,34.5,32,1121698,51703,87419,9042,5675,3074,4.6,2.9,96574,43,,
01-11-2022,"61,703.00","35,130.00",474.03,380,"38,758.26","4,803.35",50.33,31.31,2.53,0.3,34.7,29.9,717485,51059,88702,9303,5689,3083,4.6,2.9,96833,42.9,,
02-11-2022,"70,447.00","42,736.00",433.25,354,"38,882.85","4,490.48",57.46,38.09,2.36,0.3,33.1,31.9,762582,50976,88643,9293,6406,3548,5.2,3.3,113183,42.7,,
03-11-2022,"71,665.00","43,159.00",484.4,395,"37,145.58","4,785.30",58.45,38.47,2.63,0.3,34.9,32.6,789248,52794,89118,9154,6532,3617,5.3,3.4,114824,41.3,,
04-11-2022,"72,355.00","43,143.00",497.28,380,"39,201.53","4,885.87",59.02,38.45,2.53,0.3,35.6,28.9,807061,51680,88471,9388,6673,3577,5.4,3.4,115498,43.4,,
05-11-2022,"72,623.00","42,964.00",410.38,374,"39,974.33","4,336.56",59.24,38.29,2.49,0.3,36.8,35.1,828763,54762,89824,9445,6697,3514,5.4,3.3,115587,43.6,,
06-11-2022,"69,673.00","39,232.00",479.19,392,"41,341.83","5,271.66",56.83,34.97,2.61,0.3,34.8,32.3,845613,51988,89298,9032,6679,3474,5.4,3.3,108905,45.9,,
07-11-2022,"74,605.00","44,736.00",484.9,377,"39,010.13",4843.0216,60.85,39.87,2.51,0.3,34.8,32.9,859350,51619,90879,9237,6783,3634,5.5,3.4,119341,43.2,,
08-11-2022,"72,947.00","42,312.00",442.5,373,"39,169.44",4942.3,59.5,37.71,2.49,0.3,34.9,32.3,871102,52983,89863,9311,5663,3067,4.6,2.9,115259,43.4,,
09-11-2022,"73,311.00","44,238.00",396.74,318,"38,851.96","4,229.04",59.8,39.43,2.12,0.3,34.6,32.9,884422,51684,90256,9368,6635,3675,5.4,3.5,117549,42.4,,
10-11-2022,"74,498.00","44,534.00",422.3,350,"39,837.74","4,426.30",60.77,39.69,2.33,0.3,35.5,28.2,900708,50491,90719,9387,6900,3745,5.6,3.5,119032,43.6,,
11-11-2022,"73,672.00","44,065.00",488.85,384,"38,942.23","4,950.71",60.09,39.27,2.56,0.3,34.7,29.5,915846,51788,90739,9469,6879,3664,5.6,3.5,117737,43.2,,
12-11-2022,"72,104.00","42,212.00",442.03,385,"39,668.26","4,808.82",58.81,37.62,2.57,0.3,35.4,33,931210,50837,90067,9317,6503,3445,5.3,3.3,114316,43.8,,
13-11-2022,"68,798.00","39,262.00",437.29,375,"40,296.32","5,090.31",56.12,34.99,2.5,0.3,35.9,32.1,940731,50688,90124,9047,6526,3425,5.3,3.2,108060,44.7,,
14-11-2022,"73,110.00","43,910.00",476.9,369,"38,530.94",4919.47,59.63,39.14,2.46,0.3,34.3,33.9,978835,50385,90786,9274,6637,3598,5.4,3.4,117020,42.8,,
