DATE,Total Voice Traffic in Erlang 2G,Total Voice Traffic in Erlang 3G,Volte Traffic,Total DATA Traffic in GB 2G,Total DATA Traffic in GB 3G,Total DATA Traffic in GB 4G,Voice Erlang per node 2G,Voice Erlang per node 3G,Voice Erlang per node 4G,Data Traffic per Node in (GB) 2G,Data Traffic per Node in (GB) 3G,Data Traffic per Node in (GB) 4G,VLR Unique Count,Data VLR Count 2G,Data VLR Count 3G,Data VLR Count 4G,Busy Hour voice Traffic 2G,Busy Hour voice Traffic per node 3G,Busy Hour voice Traffic per node 2G,Busy Hour voice Traffic 3G,Total Voice Traffic(Erlang),Total Data Volume in (TB) ,3G Data Throughput(in Gbps),4G Data Throughput(in Gbps)
05-02-2019,149020,35061,,224,"16,529.51",,111.71,32.43,,0.2,15.3,,1098030,36365,51040,,,,,,,,,
06-02-2019,150801,33413,,220,"16,243.74",,113.04,30.91,,0.2,15,,1125649,37209,50869,,,,,,,,,
07-02-2019,150784,33505,,220,"16,357.85",,113.03,30.99,,0.2,15.1,,1148454,38412,51205,,,,,,,,,
08-02-2019,153814,33905,,234,"17,277.88",,115.3,31.36,,0.2,16,,,38291,49860,,,,,,,,,
09-02-2019,113216,29035,,232,"17,423.66",,84.87,26.86,,0.2,16.1,,,37678,49890,,,,,,,,,
10-02-2019,109300,27442,,230,"17,481.22",,81.93,25.39,,0.2,16.2,,1196940,37679,49708,,,,,,,,,
11-02-2019,136048,27351,,204,"16,408.13",,101.99,25.3,,0.2,15.2,,1211987,36020,49837,,,,,,,,,
12-02-2019,142415,32429,,203,"16,706.76",,,30,,0.2,15.5,,1228410,34635,49931,,,,,,,,,
13-02-2019,143644,32778,,230,"17,067.07",,107.68,30.32,,0.2,15.8,,1245005,38061,50589,,,,,,,,,
14-02-2019,149882,33464,,218,"17,216.30",,112.36,30.96,,0.2,15.9,,1263620,38160,50466,,,,,,,,,
15-02-2019,144079,33448,,221,"17,015.80",,108.01,30.94,,0.2,15.7,,1282008,37205,50654,,,,,,,,,
16-02-2019,126875,31056,,213,"16,839.35",,95.11,28.73,,0.2,15.6,,1297359,38167,49111,,,,,,,,,
17-02-2019,109158,28381,,224,"17,747.87",,81.83,26.25,,0.2,16.4,,1309104,36317,49315,,,,,,,,,
18-02-2019,127156,27809,,203,"16,680.42",,95.32,25.73,,0.2,15.4,,1321510,36714,49953,,,,,,,,,
19-02-2019,143933,32445,,225,"17,419.68",,107.9,30.01,,0.2,16.1,,1336400,37956,50301,,,,,,,,,
20-02-2019,154676,32742,,233,"17,397.29",,115.95,30.29,,0.2,16.1,,1350732,39248,50028,,,,,,,,,
21-02-2019,150373,32849,,225,"17,042.65",,112.72,30.39,,0.2,15.8,,1367287,39887,49789,,,,,,,,,
22-02-2019,149002,31878,,221,"17,426.31",,111.7,29.49,,0.2,16.1,,1381073,38398,49754,,,,,,,,,
23-02-2019,148432,31910,,225,"17,189.97",,111.27,29.52,,0.2,15.9,,,38687,50101,,,,,,,,,
24-02-2019,116622,28180,,217,"17,392.29",,87.42,26.07,,0.2,16.1,,1406747,37321,50493,,,,,,,,,
25-02-2019,142580,29347,,205,"15,149.10",,106.88,27.15,,0.2,14,,1419583,38399,50499,,,,,,,,,
26-02-2019,131563,29716,,233,"17,282.16",,98.62,27.49,,0.2,16,,1433082,38605,50625,,,,,,,,,
27-02-2019,144685,31583,,240,"17,602.77",,108.46,29.22,,0.2,16.3,,1446178,37712,50497,,,,,,,,,
28-02-2019,146130,31393,,226,"17,574.35",,109.54,29.04,,0.2,16.3,,1457887,38724,50942,,,,,,,,,
01-03-2019,147296,32424,,228,"17,584.35",,110.42,29.99,,0.2,16.3,,1002797,36868,51023,,,,,,,,,
02-03-2019,146609,32607,,217,"17,492.13",,109.9,30.16,,0.2,16.2,,,38770,51610,,,,,,,,,
03-03-2019,115453,28893,,231,"18,637.18",,86.55,26.73,,0.2,17.2,,1097565,39504,51253,,,,,,,,,
04-03-2019,142454,31502,,228,"18,476.35",,106.79,29.14,,0.2,17.1,,1120700,39248,51751,,,,,,,,,
05-03-2019,145082,30680,,234,"17,479.22",,108.76,28.38,,0.2,16.2,,1148956,40829,51402,,,,,,,,,
06-03-2019,148784,32429,,230,"16,629.43",,111.53,30,,0.2,15.4,,1174701,39759,52290,,,,,,,,,
07-03-2019,140966,30806,,236,"17,679.30",,105.67,28.5,,0.2,16.4,,1196549,41745,52099,,,,,,,,,
08-03-2019,154451,33781,,240,"16,666.43",,115.78,31.25,,0.2,15.4,,,42022,52472,,,,,,,,,
09-03-2019,129656,29334,,243,"17,786.87",,97.19,27.14,,0.2,16.5,,,41449,52588,,,,,,,,,
10-03-2019,132129,29268,,237,"18,313.57",,99.05,27.07,,0.2,16.9,,1247812,40135,52304,,,,,,,,,
11-03-2019,150679,29381,,239,"17,453.86",,112.95,27.18,,0.2,16.1,,1261152,41646,52824,,,,,,,,,
12-03-2019,157883,33492,,235,"17,232.24",,118.35,30.98,,0.2,15.9,,1279969,41839,52808,,,,,,,,,
13-03-2019,157682,33282,,237,"16,875.36",,118.2,30.79,,0.2,15.6,,1298465,42861,51837,,,,,,,,,
14-03-2019,155181,33576,,238,"17,199.13",,116.33,31.06,,0.2,15.9,,1316302,42025,51201,,,,,,,,,
15-03-2019,146868,32305,,237,"16,726.05",,110.1,29.88,,0.2,15.5,,1333934,41274,50753,,,,,,,,,
16-03-2019,137227,31819,,231,"16,856.94",,102.87,29.43,,0.2,15.6,,,32782,47496,,,,,,,,,
17-03-2019,119583,28984,,236,"16,845.41",,89.64,26.81,,0.2,15.6,,1364023,30832,47108,,,,,,,,,
18-03-2019,129080,26493,,236,"16,845.41",,96.76,24.51,,0.2,15.6,,1374112,37276,48684,,,,,,,,,
19-03-2019,144972,30824,,248,"17,239.29",,108.67,28.51,,0.2,15.9,,1389847,37417,49917,,,,,,,,,
20-03-2019,150277,30822,,262,"17,839.62",,112.65,28.51,,0.2,16.5,,,42225,51688,,,,,,,,,
21-03-2019,123880,26442,,288,"17,883.18",,92.86,24.46,,0.2,16.5,,1417183,43323,49863,,,,,,,,,
22-03-2019,134847,26915,,264,"17,231.35",,101.08,24.9,,0.2,15.9,,1428062,41627,50323,,,,,,,,,
23-03-2019,127416,25208,,256,"18,038.10",,95.51,23.32,,0.2,16.7,,,42273,51660,,,,,,,,,
24-03-2019,117914,25640,,271,"18,575.74",,88.39,23.72,,0.2,17.2,,1452261,41784,52008,,,,,,,,,
25-03-2019,132383,25853,,233,"17,432.94",,99.24,23.92,,0.2,16.1,,1462158,41579,53153,,,,,,,,,
26-03-2019,144852,31437,,266,"17,461.37",,108.58,29.08,,0.2,16.2,,1472214,41810,53254,,,,,,,,,
27-03-2019,144042,30501,,255,"17,868.07",,107.98,28.22,,0.2,16.5,,1482025,42095,54188,,,,,,,,,
28-03-2019,143699,30930,,254,"17,830.84",,107.72,28.61,,0.2,16.5,,1494455,43020,54020,,,,,,,,,
29-03-2019,154697,33338,,274,"18,091.18",,115.96,30.84,,0.2,16.7,,1506452,42271,53852,,,,,,,,,
30-03-2019,150469,32888,,284,"17,933.14",,112.8,30.42,,0.2,16.6,,1518996,43146,53766,,,,,,,,,
31-03-2019,150386,31491,,262,"18,128.96",,112.73,29.13,,0.2,16.8,,1532978,42215,52333,,,,,,,,,
01-04-2019,144881,30020,,250,"17,124.71",,108.61,27.77,,0.2,15.8,,1030622,41091,52780,,,,,,,,,
02-04-2019,146586,32844,,257,"16,677.60",,109.88,30.38,,0.2,15.4,,1087976,42424,53802,,,,,,,,,
03-04-2019,146509,32415,,266,"17,530.93",,109.83,29.99,,0.2,16.2,,1128818,41617,54351,,,,,,,,,
04-04-2019,146718,32388,,266,"17,363.70",,109.98,29.96,,0.2,16.1,,1155124,42548,54228,,,,,,,,,
05-04-2019,146620,31823,,265,"17,430.76",,109.91,29.44,,0.2,16.1,,1181387,42432,54156,,,,,,,,,
06-04-2019,151142,32527,,239,"15,569.55",,113.3,30.09,,0.2,14.4,,,42646,53319,,,,,,,,,
07-04-2019,122612,28228,,229,"16,965.74",,91.91,26.11,,0.2,15.7,,1219545,38550,50697,,,,,,,,,
08-04-2019,130381,27144,,241,"16,094.52",,97.74,25.11,,0.2,14.9,,1234650,41249,50653,,,,,,,,,
09-04-2019,131001,27228,,250,"16,496.18",,98.2,25.19,,0.2,15.3,,1254353,40050,51771,,,,,,,,,
10-04-2019,136833,29442,,257,"17,454.01",,102.57,27.24,,0.2,16.1,,1266245,40056,52647,,,,,,,,,
11-04-2019,145189,32273,,238,"17,052.06",,108.84,29.85,,0.2,15.8,,1285005,41205,51078,,,,,,,,,
12-04-2019,149469,31830,,264,"17,425.22",,112.05,29.44,,0.2,16.1,,,40757,51557,,,,,,,,,
13-04-2019,0,0,,241,"16,919.87",,0,0,,0.2,15.7,,,40405,50402,,,,,,,,,
14-04-2019,0,0,,241,"17,098.26",,0,0,,0.2,15.8,,1318977,40597,51976,,,,,,,,,
15-04-2019,136960,26295,,217,"16,575.49",,102.67,24.32,,0.2,15.3,,1330003,41963,51583,,,,,,,,,
16-04-2019,144530,31128,,222,"16,574.42",,108.34,28.8,,0.2,15.3,,,41181,52423,,,,,,,,,
17-04-2019,0,0,,235,"17,103.97",,0,0,,0.2,15.8,,1359510,43079,52015,,,,,,,,,
18-04-2019,135937,28879,,255,"17,377.94",,101.9,26.72,,0.2,16.1,,,42081,51396,,,,,,,,,
19-04-2019,0,0,,230,"16,566.83",,0,0,,0.2,15.3,,1383530,38854,49156,,,,,,,,,
20-04-2019,120753,26021,,232,"17,166.18",,90.52,24.07,,0.2,15.9,,,40374,50552,,,,,,,,,
21-04-2019,8994,0,,231,"17,129.55",,6.74,0,,0.2,15.8,,1406378,40798,49740,,,,,,,,,
22-04-2019,128653,26869,,235,"15,976.13",,96.44,24.86,,0.2,14.8,,,41545,50353,,,,,,,,,
23-04-2019,113398,27233,,257,"16,501.03",,85.01,25.19,,0.2,15.3,,,42604,50029,,,,,,,,,
24-04-2019,116002,26631,,239,"16,053.62",,86.96,24.64,,0.2,14.9,,1442186,42339,51596,,,,,,,,,
25-04-2019,132684,26727,,234,"17,092.33",,99.46,24.72,,0.2,15.8,,1457388,38037,51934,,,,,,,,,
26-04-2019,146423,29767,,246,"17,263.44",,109.76,27.54,,0.2,16,,1472282,41254,51822,,,,,,,,,
27-04-2019,146749,30420,,257,"17,686.02",,110.01,28.14,,0.2,16.4,,,42818,51947,,,,,,,,,
28-04-2019,0,0,,220,"16,681.52",,0,0,,0.2,15.4,,1491848,43002,50815,,,,,,,,,
29-04-2019,138725,26724,,209,"15,438.38",,103.99,24.72,,0.2,14.3,,1501931,42347,52877,,,,,,,,,
30-04-2019,145222,30818,,214,"15,712.51",,108.86,28.51,,0.2,14.5,,1512008,42668,52152,,,,,,,,,
01-05-2019,139222,30416,,229,"16,625.26",,104.36,28.14,,0.2,15.4,,1002508,41668,52413,,,,,,,,,
02-05-2019,145689,32473,,228,"16,195.42",,109.21,30.04,,0.2,15,,1056247,41019,51519,,,,,,,,,
03-05-2019,136771,28704,,273,"17,395.04",,102.53,26.55,,0.2,16.1,,1090578,43389,50662,,,,,,,,,
04-05-2019,0,0,,,,,0,0,,0,0,,,,,,,,,,,,,
05-05-2019,0,0,,,,,0,0,,0,0,,1131858,,,,,,,,,,,
06-05-2019,144873,30544,,257,"16,587.24",,108.6,28.26,,0.2,15.3,,1153130,40213,51246,,,,,,,,,
07-05-2019,149648,31676,,247,"16,986.42",,112.18,29.3,,0.2,15.7,,1174482,42679,52342,,,,,,,,,
08-05-2019,147112,31220,,236,"14,549.64",,110.28,28.88,,0.2,13.5,,1196686,42591,52429,,,,,,,,,
09-05-2019,145613,31481,,234,"17,311.83",,109.16,29.12,,0.2,16,,1216068,42494,52838,,,,,,,,,
10-05-2019,0,0,,236,"17,450.87",,0,0,,0.2,16.1,,,42997,52804,,,,,,,,,
11-05-2019,0,0,,241,"17,817.46",,0,0,,0.2,16.5,,,43473,51678,,,,,,,,,
12-05-2019,146779,26702,,250,"18,336.80",,110.03,24.7,,0.2,17,,1264036,43465,51648,,,,,,,,,
13-05-2019,143169,30771,,233,"17,527.14",,107.32,28.47,,0.2,16.2,,1279151,42464,51679,,,,,,,,,
14-05-2019,145634,31187,,242,"17,774.62",,109.17,28.85,,0.2,16.4,,1297312,42416,51049,,,,,,,,,
15-05-2019,141990,30278,,237,"17,065.71",,106.44,28.01,,0.2,15.8,,1315322,41566,50928,,,,,,,,,
16-05-2019,144969,30888,,227,"17,368.09",,108.67,28.57,,0.2,16.1,,1331911,39977,50735,,,,,,,,,
17-05-2019,0,0,,204,"17,546.50",,0,0,,0.2,16.2,,,35500,50329,,,,,,,,,
18-05-2019,0,0,,227,"17,745.22",,0,0,,0.2,16.4,,,41105,51075,,,,,,,,,
19-05-2019,127537,24229,,241,"18,180.69",,95.6,22.41,,0.2,16.8,,1362875,42080,50536,,,,,,,,,
20-05-2019,133827,27709,,228,"17,599.71",,100.32,25.63,,0.2,16.3,,1374005,40662,51210,,,,,,,,,
21-05-2019,134442,28361,,232,"17,859.94",,100.78,26.24,,0.2,16.5,,1388706,41701,51751,,,,,,,,,
22-05-2019,112716,27481,,230,"17,752.58",,84.49,25.42,,0.2,16.4,,1403407,39893,51837,,,,,,,,,
23-05-2019,109577,25426,,242,"18,661.12",,82.14,23.52,,0.2,17.3,,1418108,40893,51444,,,,,,,,,
24-05-2019,112243,27433,,232,"17,473.46",,84.14,25.38,,0.2,16.2,,,41547,49764,,,,,,,,,
25-05-2019,0,0,,226,"17,850.79",,0,0,,0.2,16.5,,,40333,50275,,,,,,,,,
26-05-2019,107456,24730,,218,"17,727.71",,80.55,22.88,,0.2,16.4,,,40697,49888,,,,,,,,,
27-05-2019,109760,26401,,219,"17,337.84",,82.28,24.42,,0.2,16,,1461644,41839,51027,,,,,,,,,
28-05-2019,108426,26436,,221,"17,386.42",,81.28,24.46,,0.2,16.1,,1474494,41052,50829,,,,,,,,,
29-05-2019,113169,27537,,,,,84.83,25.47,,0,0,,1499439,41133,51183,,,,,,,,,
30-05-2019,112168,26636,,,,,84.08,24.64,,0,0,,,41214,51537,,,,,,,,,
31-05-2019,110080,26462,,,,,82.52,24.48,,0,0,,,41295,51891,,,,,,,,,
01-06-2019,0,0,,229,"16,915.37",,0,0,,0.2,15.6,,980665,40093,50007,,,,,,,,,
02-06-2019,100031,23221,,208,"16,880.24",,74.99,21.48,,0.2,15.6,,,40049,49230,,,,,,,,,
03-06-2019,97294,26027,,197,"15,150.04",,72.93,24.08,,0.1,14,,1055506,38173,48873,,,,,,,,,
04-06-2019,0,0,,225,"17,030.63",,0,0,,0.2,15.8,,1087353,38831,49355,,,,,,,,,
05-06-2019,117742,26657,,232,"18,066.98",,88.26,24.66,,0.2,16.7,,1108155,40507,49172,,,,,,,,,
06-06-2019,121796,28544,,227,"17,861.93",,91.3,26.41,,0.2,16.5,,1128956,40672,50605,,,,,,,,,
07-06-2019,0,0,,218,"17,576.62",,0,0,,0.2,16.3,,,41781,50671,,,,,,,,,
08-06-2019,0,0,,228,"17,878.23",,0,0,,0.2,16.5,,,39959,50315,,,,,,,,,
09-06-2019,115697,23740,,216,"18,013.02",,86.73,21.96,,0.2,16.7,,1194121,40457,49645,,,,,,,,,
10-06-2019,127989,28474,,207,"16,384.43",,95.94,26.34,,0.2,15.2,,1212566,39419,50289,,,,,,,,,
11-06-2019,134976,29356,,221,"17,020.81",,101.18,27.16,,0.2,15.7,,1235379,42684,50611,,,,,,,,,
12-06-2019,127032,28877,,229,"17,143.66",,95.23,26.71,,0.2,15.9,,1254504,42374,49139,,,,,,,,,
13-06-2019,133442,30680,,217,"17,776.46",,100.03,28.38,,0.2,16.4,,1273735,39178,50807,,,,,,,,,
14-06-2019,136462,30730,,222,"18,095.89",,102.3,28.43,,0.2,16.7,,1292021,40718,50938,,,,,,,,,
15-06-2019,0,0,,222,"17,890.50",,0,0,,0.2,16.5,,1310307,41112,50207,,,,,,,,,
16-06-2019,105293,24148,,219,"17,831.49",,78.93,22.34,,0.2,16.5,,1328593,41217,50189,,,,,,,,,
17-06-2019,113770,28583,,217,"16,750.37",,85.28,26.44,,0.2,15.5,,1346879,45809,51006,,,,,,,,,
18-06-2019,117611,29414,,239,"17,407.84",,88.16,27.21,,0.2,16.1,,1365165,46947,51970,,,,,,,,,
19-06-2019,118064,29961,,242,"17,514.50",,88.5,27.72,,0.2,16.2,,1383451,47845,52038,,,,,,,,,
20-06-2019,107808,26730,,256,"16,938.35",,80.82,24.73,,0.2,15.7,,1401737,48397,50983,,,,,,,,,
21-06-2019,109292,27681,,263,"16,843.28",,81.93,25.61,,0.2,15.6,,1420023,47081,49803,,,,,,,,,
22-06-2019,106439,25996,,261,"16,838.33",,79.79,24.05,,0.2,15.6,,1438309,46023,49158,,,,,,,,,
23-06-2019,84597,19235,,243,"16,212.53",,63.42,17.79,,0.2,15,,1456595,45989,49461,,,,,,,,,
24-06-2019,116597,28518,,247,"16,629.94",,87.4,26.38,,0.2,15.4,,1474881,48208,50111,,,,,,,,,
25-06-2019,114950,27759,,250,"16,760.65",,86.17,25.68,,0.2,15.5,,1493167,46429,49859,,,,,,,,,
26-06-2019,117959,27900,,248,"16,820.08",,88.43,25.81,,0.2,15.6,,1511453,46783,49009,,,,,,,,,
27-06-2019,111019,28275,,261,"17,314.84",,83.22,26.16,,0.2,16,,1529739,47132,49798,,,,,,,,,
28-06-2019,112965,28770,,257,"17,039.96",,84.68,26.61,,0.2,15.8,,1548025,46360,50607,,,,,,,,,
29-06-2019,111745,27670,,261,"16,773.52",,83.77,25.6,,0.2,15.5,,1566311,47717,49835,,,,,,,,,
30-06-2019,105710,24644,,275,"18,057.53",,79.24,22.8,,0.2,16.7,,1584597,47869,49029,,,,,,,,,
01-07-2019,121607,29237,,254,"16,255.76",,91.16,27.05,,0.2,15,,,45459,49484,,,,,,,,,
02-07-2019,111954,28041,,269,"16,626.01",,83.92,25.94,,0.2,15.4,,,48174,48610,,,,,,,,,
03-07-2019,115228,28943,,213,"15,867.72",,86.38,26.77,,0.2,14.7,,,41455,46728,,,,,,,,,
04-07-2019,118446,28083,,210,"16,484.41",,88.79,25.98,,0.2,15.2,,,40810,39855,,,,,,,,,
05-07-2019,137250,29695,,230,"17,348.48",,102.89,27.47,,0.2,16,,1118697,41136,39308,,,,,,,,,
06-07-2019,1801,479,,215,"17,247.26",,1.35,0.44,,0.2,16,,1137790,39860,38398,,,,,,,,,
07-07-2019,124201,24856,,216,"17,433.93",,93.1,22.99,,0.2,16.1,,1152058,38235,38211,,,,,,,,,
08-07-2019,116910,25702,,208,"15,663.79",,87.64,23.78,,0.2,14.5,,1170718,39722,39399,,,,,,,,,
09-07-2019,128777,26715,,206,"16,202.11",,96.53,24.71,,0.2,15,,1188068,39722,39399,,,,,,,,,
10-07-2019,120477,27014,,238,"17,090.98",216,90.31,24.99,,0.2,15.8,,1205063,39840,50137,,,,,,,,,
11-07-2019,131861,28295,,246,"17,202.11",216,98.85,26.17,,0.2,15.9,,1221499,43482,50144,,,,,,,,,
12-07-2019,0,0,,243,"16,796.58",216,0,0,,0.2,15.5,,,43752,50917,,,,,,,,,
13-07-2019,0,0,,210,"17,311.25",216,0,0,,0.2,16,,,44319,50683,,,,,,,,,
14-07-2019,103577,23492,,248,"18,238.64",216,77.64,21.73,,0.2,16.9,,,44742,50475,,,,,,,,,
15-07-2019,112209,27862,,224,"16,765.91",216,84.11,25.77,,0.2,15.5,,,46677,51256,,,,,,,,,
16-07-2019,114140,27630,,248,"17,257.60",216,85.56,25.56,,0.2,16,,1221500,46703,50944,,,,,,,,,
17-07-2019,112946,27608,,248,"17,142.05",216,84.67,25.54,,0.2,15.9,,,46610,51171,,,,,,,,,
18-07-2019,112535,27374,,256,"17,429.63",216,84.36,25.32,,0.2,16.1,,,47069,50624,,,,,,,,,
19-07-2019,113098,26849,,258,"16,836.59",216,84.78,24.84,,0.2,15.6,,,46871,53874,,,,,,,,,
20-07-2019,0,0,,0,"16,877.42",216,0,0,,0,15.6,,,,,,,,,,,,,
21-07-2019,110017,24907,,0,"16,891.97",216,82.47,23.04,,0,15.6,,,,,,,,,,,,,
22-07-2019,16260,1166,,0,"11,332.07",216,12.19,1.08,,0,10.5,,1362140,,,,,,,,,,,
23-07-2019,17595,1324,,0,0,216,13.19,1.22,,0,0,,1375541,,,,,,,,,,,
24-07-2019,18847,1490,,649,"2,838.22",216,14.13,1.38,,0.5,2.6,,1388121,,,,,,,,,,,
25-07-2019,20734,1597,,0,120.8,216,15.54,1.48,,0,0.1,,1401931,,,,,,,,,,,
26-07-2019,20036,1279,,0,"5,537.90",216,15.02,1.18,,0,5.1,,1413913,,,,,,,,,,,
27-07-2019,0,0,,0,"15,124.70",216,0,0,,0,14,,1429936,,,,,,,,,,,
28-07-2019,15039,1572,,0,"16,618.33",216,11.27,1.45,,0,15.4,,1440721,,,,,,,,,,,
29-07-2019,1880,561,,0,"15,403.83",216,1.41,0.52,,0,14.2,,1452032,,,,,,,,,,,
30-07-2019,123299,28650,,174,"3,048.80",216,92.43,26.5,,0.1,2.8,,1464505,43824,50145,,,,,,,,,
31-07-2019,125355,28625,,228,"16,895.20",216,93.97,26.48,,0.2,15.6,,1475942,,,,,,,,,,,
01-08-2019,126412,28721,,227,"15,761.87",411,94.76,26.57,,0.2,14.6,5.3,974662,44165,51636,488,,,,,,,,
02-08-2019,122001,28306,,227,"17,852.05",345,91.46,26.19,,0.2,16.5,4.5,1020324,44128,54645,527,,,,,,,,
03-08-2019,0,0,,203,"15,930.55",358,0,0,,0.2,14.7,4.6,,43760,50667,,,,,,,,,
04-08-2019,121932,25503,,235,"18,435.30",363,91.4,23.59,,0.2,17.1,4.7,1072424,44589,55113,642,,,,,,,,
05-08-2019,106560,25909,,227,"17,033.36",328,79.88,23.97,,0.2,15.8,4.3,1097682,43961,50680,664,,,,,,,,
06-08-2019,119423,27106,,249,"17,383.31",424,89.52,25.07,,0.2,16.1,5.5,1119833,45290,49695,679,,,,,,,,
07-08-2019,96563,25922,,241,"17,377.02",318,72.39,23.98,,0.2,16.1,4.1,,43703,49275,645,,,,,,,,
08-08-2019,98507,26370,,253,"1,755.00",359,73.84,24.39,,0.2,1.6,4.7,,43809,49618,623,,,,,,,,
09-08-2019,0,0,,256,"17,505.24",466.4,0,0,,0.2,16.2,6.1,,45615,50829,643,,,,,,,,
10-08-2019,0,0,,226,"17,158.66",441.34,0,0,,0.2,15.9,5.7,,45519,49800,652,,,,,,,,
11-08-2019,0,0,,229,"18,803.55",325.4,0,0,,0.2,17.4,4.2,,44899,48680,597,,,,,,,,
12-08-2019,114090,25301,,243,"17,428.86",248.74,85.52,23.41,,0.2,16.1,3.2,1200854,44002,48038,420,,,,,,,,
13-08-2019,92746,24668,,230,"14,348.68",237,69.52,22.82,,0.2,13.3,3.1,,43716,49281,441,,,,,,,,
14-08-2019,0,0,,250,"17,675.76",335.04,0,0,,0.2,16.4,4.4,,46031,49035,659,,,,,,,,
15-08-2019,114810,23666,,283,"19,602.87",421.54,86.06,21.89,,0.2,18.1,5.5,1240866,45937,48596,627,,,,,,,,
16-08-2019,114230,26587,,253,"17,427.97",439.45,85.63,24.59,,0.2,16.1,5.7,1256655,45265,48090,666,,,,,,,,
17-08-2019,0,0,,265,"12,373.33",357.56,,,,,,,,46717,48402,693,,,,,,,,
18-08-2019,109754,23984,,259,"17,804.38",423.47,82.27,22.19,,0.2,16.5,5.5,1280627,44562,47914,598,,,,,,,,
19-08-2019,98912,26454,,233,"17,927.96",224.48,74.15,24.47,,0.2,16.6,2.9,1280627,44630,49666,432,,,,,,,,
20-08-2019,102854,27334,,251,"13,351.47",164.49,77.1,25.29,,0.2,12.4,2.1,,45161,49622,660,,,,,,,,
21-08-2019,103294,27446,,261,"18,614.70",349.53,77.43,25.39,,0.2,17.2,4.5,,44745,50354,667,,,,,,,,
22-08-2019,106770,28277,,252,"18,662.38",489.14,80.04,26.16,,0.2,17.3,6.4,,46122,51086,701,,,,,,,,
23-08-2019,103075,26197,,274,"19,543.28",452.1,77.27,24.23,,0.2,18.1,5.9,,45941,50836,703,,,,,,,,
24-08-2019,103481,25555,,272,"19,952.26",350.94,77.57,23.64,,0.2,18.5,4.6,,46545,50631,694,,,,,,,,
25-08-2019,98958,23541,,262,"20,100.59",291.52,74.18,21.78,,0.2,18.6,3.8,,46272,49744,483,,,,,,,,
26-08-2019,105849,27908,,254,"18,571.91",281.85,79.35,25.82,,0.2,17.2,3.7,,46444,50546,500,,,,,,,,
27-08-2019,107653,28056,,,,,80.7,25.95,,0,0,0,,,,,,,,,,,,
28-08-2019,107277,27937,,,,,80.42,25.84,,0,0,0,,,,,,,,,,,,
29-08-2019,106203,27755,,,,,79.61,25.68,,0,0,0,,,,,,,,,,,,
30-08-2019,106146,26676,,,,,79.57,24.68,,0,0,0,,,,,,,,,,,,
31-08-2019,107619,26999,,,,,80.67,24.98,,0,0,0,,,,,,,,,,,,
01-09-2019,99564,23699,,232,"19,318.69",459.1,74.64,21.92,,0.2,17.9,6,,45204,51377,764,,,,,,,,
02-09-2019,98182,25003,,227,"18,162.39",519.44,73.6,23.13,,0.2,16.8,6.7,,45366,50739,857,,,,,,,,
03-09-2019,108583,28149,,229,"17,938.89",619.21,81.4,26.04,,0.2,16.6,8,,44676,50855,914,,,,,,,,
04-09-2019,106321,27548,,253,"18,442.83",525.55,79.7,25.48,,0.2,17.1,6.8,,43546,50370,873,,,,,,,,
05-09-2019,109244,28226,,260,"18,841.25",],81.89,26.11,,0.2,17.4,#VALUE!,,44413,50712,792,,,,,,,,
06-09-2019,108844,27607,,247,"18,711.17",362.12,81.59,25.54,,0.2,17.3,4.7,,45524,51198,752,,,,,,,,
07-09-2019,106901,26625,,262,"19,378.23",447.15,80.14,24.63,,0.2,17.9,5.8,,46039,50334,764,,,,,,,,
08-09-2019,116276,24755,,258,"19,230.16",384.72,87.16,22.9,,0.2,17.8,5,1111514,46361,49592,704,,,,,,,,
09-09-2019,100337,25292,,249,"18,020.02",606.76,75.22,23.4,,0.2,16.7,7.9,,46657,49989,848,,,,,,,,
10-09-2019,116011,26141,,259,"18,851.57",594.39,86.96,24.18,,0.2,17.4,7.7,1139808,45330,49372,821,,,,,,,,
11-09-2019,118569,29603,,256,"17,326.90",520.69,88.88,27.38,,0.2,16,6.8,1155480,44863,51330,921,,,,,,,,
12-09-2019,126466,29734,,274,"19,439.34",522.52,94.8,27.51,,0.2,18,6.8,1170703,45147,50997,885,,,,,,,,
13-09-2019,108922,28462,,267,"18,688.47",537.69,81.65,26.33,,0.2,17.3,7,,43911,51341,886,,,,,,,,
14-09-2019,108612,27343,,258,"19,372.14",706.59,81.42,25.29,,0.2,17.9,9.2,,44726,51232,974,,,,,,,,
15-09-2019,120177,26526,,245,"19,236.54",679.38,90.09,24.54,,0.2,17.8,8.8,1200658,44586,51399,946,,,,,,,,
16-09-2019,125753,29923,,226,"17,921.85",619.9,94.27,27.68,,0.2,16.6,8.1,1211688,45638,51411,977,,,,,,,,
17-09-2019,122009,28310,,226,"17,024.67",441.13,91.46,26.19,,0.2,15.7,5.7,1223944,43939,52432,1017,,,,,,,,
18-09-2019,126716,30710,,244,"18,907.38",541.26,94.99,28.41,,0.2,17.5,7,1235371,44910,51938,937,,,,,,,,
19-09-2019,129139,30980,,238,"18,052.15",636.73,96.81,28.66,,0.2,16.7,8.3,1247781,44673,52019,986,,,,,,,,
20-09-2019,125941,30434,,238,"18,052.15",636.73,94.41,28.15,,0.2,16.7,8.3,1259188,44208,51640,827,,,,,,,,
21-09-2019,98958,24492,,227,"17,476.94",401.27,74.18,22.66,,0.2,16.2,5.2,,43879,50774,856,,,,,,,,
